cm-1,CB-5e-4_0,CB-5e-4_30,CB-5e-4_120,CB-5e-4_9001
403.0665,1.0323007785526677,1.4651403725388459,1.6369689780771142,1.405426413983683
404.9951,0.9619160163831479,1.3364334164993383,1.5119184185456331,1.2974123485485045
406.9236,0.9053404095372924,1.2304939651518347,1.3994506102832667,1.206926536878427
408.8522,0.8594235972765379,1.1416753054338233,1.2965246727375404,1.1300162863479812
410.7807,0.8197719251065627,1.0628359677698505,1.1989172062995748,1.0603988789502214
412.7093,0.7834668802828789,0.9896934248154009,1.1052798944506206,0.9940125595589805
414.6378,0.7504416002233888,0.9221362318636976,1.0181787305900205,0.9310819486488257
416.5664,0.7226795260359207,0.8629870085905452,0.9423194141770616,0.874969306122752
418.4949,0.702465922181434,0.815331521958585,0.8817698693864847,0.8295465153443944
420.4235,0.6907130098407082,0.7804402431701781,0.837890482403205,0.7967188196560452
422.352,0.6863706086907881,0.7570432785443231,0.8089268348570934,0.7756071015006175
424.2806,0.6867660352012415,0.741907862099225,0.790784804214671,0.7629688586530575
426.2091,0.6886979295285507,0.7311572478536545,0.7785666416302526,0.7546802442135012
428.1377,0.6894770430560018,0.721619355301759,0.7680244429718643,0.7471227174184721
430.0662,0.6876954779389103,0.7116084228518147,0.7566175249484796,0.7382919788149541
431.9948,0.6831842790372081,0.7009303984519434,0.7436092694243006,0.7278348480817197
433.9233,0.6766055165224323,0.6902593070422837,0.7295549539518651,0.7165179326167391
435.8519,0.6686676270562049,0.6802657852214236,0.7153018283691992,0.7051911887907613
437.7804,0.659818940842456,0.6711209618226671,0.7014470420748533,0.694281404194986
439.709,0.6501027587271487,0.6623946992149075,0.6880336556228177,0.6835545190985829
441.6375,0.6394282891702954,0.6533343475280644,0.6747682695751968,0.672428983878565
443.566,0.6278299984968315,0.6432964119634239,0.66132895031397,0.6603766527929593
445.4946,0.6156646920371962,0.6320684533072105,0.6476640658213819,0.6472983709284045
447.4232,0.6035271529516043,0.6199417894122963,0.6340324155873568,0.6335639294097456
449.3517,0.5920568343226468,0.6075107699879536,0.6208629904154195,0.6198393601638156
451.2802,0.5816489072982928,0.5953649618793155,0.6084688065072179,0.6067245383732226
453.2088,0.5723238601320806,0.5838398904788248,0.596891251159761,0.5945346959799132
455.1373,0.563735594577497,0.5729485068882811,0.5858493728051917,0.5832048135619728
457.0659,0.5553952604572961,0.5624934539034817,0.5749329037564322,0.5724581826330328
458.9944,0.5469409156486454,0.5523060860696644,0.5638591002206739,0.5620486586281707
460.923,0.5383654513806622,0.5424583843056513,0.5527235742655503,0.5520245772619444
462.8515,0.530047631649398,0.5333122049201061,0.54203315141419,0.542760241519662
464.7801,0.5225993549038764,0.5254039031127901,0.5325669074448047,0.5348340399459878
466.7086,0.5165637707672037,0.5191915364302248,0.5250217628208884,0.5287092961528258
468.6372,0.5122067725795305,0.5148518927925582,0.5197692715875931,0.5245282177888849
470.5657,0.5094246876525969,0.5122215658273995,0.5167265153815633,0.5220350002079533
472.4943,0.5078713216582983,0.5109073880690995,0.5154746111304853,0.5207486752028594
474.4228,0.5071513528745086,0.5104855698930072,0.515468872727297,0.5201916637605817
476.3513,0.5070033028892553,0.510677479329199,0.5162866800663614,0.5201297598638421
